GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	v1_109	v1_109-Q	v1_110	v1_110-Q	v1_111	v1_111-Q	v1_119	v1_119-Q	v1_120	v1_120-Q	v1_121	v1_121-Q	v1_122	v1_122-Q
WRKY26	AthINT0113004	chr5:2204734-2204812	79	chr5:2204608-2204733=2204813-2205165:+	IR	32.31	OK,OK,19.8=30,11=10=22,0.785@13.89,29.11	20	VLOW,VLOW,8.2=30,4=3=14,0.611@4.2,16.8	20	N,N,4.7=30,2=1=6,0.452@1.8,7.2	45.95	VLOW,VLOW,18.7=30,9=8=10,0.641@12.41,14.59	38.1	OK,OK,49.0=30,19=29=39,0.515@33.15,53.85	44.12	LOW,LOW,30.3=30,19=11=19,0.48@21.62,27.38	60.98	LOW,LOW,44.3=30,14=36=16,0.278@40.25,25.75
	AthINT0044244	chr5:8492122-8492268	147	chr5:8492269-8492479=8491912-8492121:-	IR	37.78	VLOW,VLOW,6.8=98,7=10=14,0.918@11.71,19.29	72.73	LOW,LOW,11.1=98,19=13=6,0.88@27.64,10.36	38.71	LOW,LOW,7.1=98,17=7=19,0.625@16.65,26.35	71.43	OK,OK,19.3=98,24=41=13,0.753@55.72,22.28	26.32	N,N,2.1=98,2=3=7,0.855@3.16,8.84	63.02	OK,OK,12.5=98,24=17=12,0.795@33.42,19.61	56.25	LOW,LOW,11.4=98,19=17=14,0.88@28.12,21.88
AAE17	AthINT0052097	chr5:7732986-7733197	212	chr5:7733198-7733418=7732891-7732985:-	IR	0	VLOW,VLOW,0.0=151,0=0=14,1@0,14	2.7	OK,OK,0.5=151,0=2=36,0.51@1.03,36.97	1.75	OK,OK,0.2=151,0=1=28,0.714@0.51,28.49	2.63	OK,OK,0.5=151,0=2=37,0.51@1.03,37.97	1.45	OK,OK,1.1=151,2=0=68,0.51@1.01,68.98	4.23	OK,OK,2.5=151,2=4=68,0.77@3.13,70.87	24.24	OK,OK,3.9=151,8=8=25,0.76@9.94,31.06
	AthINT0049252	chr5:21892364-21892442	79	chr5:21892124-21892363=21892443-21892547:+	IR	26.48	VLOW,VLOW,3.5=30,6=3=13,0.762@5.92,16.44	12.71	LOW,LOW,3.5=30,4=1=18,0.558@2.95,20.29	5	LOW,LOW,2.3=30,0=2=19,0.51@1.05,19.95	0	OK,OK,0.0=30,0=0=33,1@0,33	1.19	OK,OK,0.0=30,1=0=44,0.714@0.54,44.52	3.96	OK,OK,1.2=30,1=1=25,0.918@1.07,25.99	9.06	OK,OK,5.8=30,3=2=26,0.588@2.83,28.36
	AthINT0040514	chr5:2050927-2051057	131	chr5:2051058-2051210=2050777-2050926:-	IR	20.13	OK,OK,4.7=82,10=4=28,0.631@8.48,33.64	3.85	OK,OK,1.7=82,1=3=51,0.677@2.12,52.97	7.23	OK,OK,2.1=82,0=5=33,0.186@2.76,35.39	5.68	OK,OK,2.1=82,3=2=42,0.855@2.67,44.39	7.46	OK,OK,3.4=82,6=2=50,0.588@4.33,53.73	5.63	OK,OK,2.6=82,3=3=51,0.94@3.21,53.87	3.22	OK,OK,1.7=82,1=2=46,0.802@1.58,47.48
	AthINT0049111	chr5:21596712-21596812	101	chr5:21596236-21596711=21596813-21597734:+	IR	9.09	OK,OK,6.1=52,7=2=45,0.501@4.91,49.09	28.3	LOW,LOW,6.7=52,5=10=19,0.762@9.62,24.38	18.99	OK,OK,8.1=52,8=7=32,0.962@8.93,38.07	17.89	OK,OK,8.1=52,4=13=39,0.439@10.02,45.98	12.88	OK,OK,8.1=52,10=11=71,0.936@11.85,80.15	22.92	OK,OK,12.1=52,8=14=37,0.852@13.52,45.48	31.91	OK,OK,14.1=52,18=12=32,0.94@19.78,42.22
	AthINT0042572	chr5:5396761-5396828	68	chr5:5396829-5396920=5396060-5396760:-	IR	13.21	OK,OK,7.4=19,4=3=23,0.687@3.96,26.04	30	OK,OK,22.1=19,9=15=28,0.611@15.6,36.4	10.42	OK,OK,3.7=19,4=6=43,0.873@5.52,47.48	16	OK,OK,11.1=19,4=4=21,0.565@4.64,24.36	33.96	OK,OK,35.0=19,11=25=35,0.302@24.11,46.89	28.57	OK,OK,22.1=19,12=8=25,0.5@12.86,32.14	34.65	OK,OK,38.7=19,10=25=33,0.133@23.56,44.44
DOF5.1	AthINT0071395	chr5:540692-541001	310	chr5:541002-541112=539249-540691:-	IR	20	OK,OK,0.7=151,4=6=20,0.36@6,24	4.35	OK,OK,0.0=151,0=2=22,0.51@1.04,22.96	0	OK,OK,0.0=151,0=0=22,1@0,22	7.14	VLOW,VLOW,1.2=151,0=2=13,0.51@1.07,13.93	0	LOW,LOW,0.0=151,0=0=16,1@0,16	16.13	VLOW,VLOW,0.2=151,1=4=13,0.26@2.9,15.1	0	LOW,LOW,0.0=151,0=0=19,1@0,19
	AthINT0042091	chr5:4604128-4604247	120	chr5:4603953-4604127=4604248-4604447:+	IR	15.38	SOK,SOK,12.3=71,15=13=78,0.976@16.37,90.07	36.54	SOK,SOK,17.3=71,37=20=50,0.738@39.31,68.28	31.27	SOK,SOK,21.7=71,30=23=59,0.988@35.23,77.44	20.67	SOK,SOK,19.2=71,32=16=93,0.815@29.24,112.23	27.55	SOK,SOK,18.2=71,27=24=68,0.965@32.98,86.73	40.19	SOK,SOK,41.9=71,49=49=74,1@69.71,103.74	31	SOK,SOK,26.1=71,36=27=71,0.992@41.79,93.01
	AthINT0047118	chr5:17677877-17677969	93	chr5:17677788-17677876=17677970-17678037:+	IR	29.73	VLOW,VLOW,6.4=44,6=5=13,0.937@7.14,16.86	0	VLOW,VLOW,0.0=44,0=0=14,1@0,14	0	N,N,0.0=44,0=0=5,1@0,5	14.29	LOW,LOW,5.6=44,2=4=18,0.588@3.43,20.57	7.69	LOW,LOW,0.8=44,1=2=18,0.802@1.61,19.39	11.11	LOW,LOW,3.2=44,1=3=16,0.677@2.22,17.78	8.33	VLOW,VLOW,7.2=44,0=2=11,0.0949@1.08,11.92
DHS	AthINT0071154	chr5:1779144-1779230	87	chr5:1779231-1779401=1778925-1779143:-	IR	33.67	VLOW,VLOW,6.5=38,7=7=13,0.951@9.36,18.43	7.13	OK,OK,4.6=38,4=3=43,0.831@3.75,48.86	6.45	OK,OK,7.4=38,3=3=41,0.687@3.19,46.29	10.81	OK,OK,8.3=38,6=3=35,0.611@4.99,41.14	12.73	OK,OK,5.5=38,9=4=42,0.697@7.33,50.22	19.08	OK,OK,10.1=38,12=3=30,0.34@8.93,37.89	3.99	OK,OK,0.9=38,2=1=34,0.802@1.56,37.5
	AthINT0049487	chr5:22503847-22503926	80	chr5:22503927-22504011=22503757-22503846:-	IR	29.41	VLOW,VLOW,9.0=31,7=3=12,0.537@6.47,15.53	9.68	OK,OK,6.8=31,1=5=28,0.285@3.29,30.71	15.79	LOW,LOW,5.7=31,4=2=16,0.588@3.47,18.53	35.29	VLOW,VLOW,12.4=31,7=5=11,0.647@8.12,14.88	14.89	OK,OK,9.0=31,3=4=20,0.537@4.02,22.98	26.32	VLOW,VLOW,12.4=31,3=7=14,0.34@6.32,17.68	12.5	VLOW,VLOW,7.9=31,1=3=14,0.223@2.25,15.75
	AthINT0041423	chr5:3456257-3457123	867	chr5:3457124-3457306=3455607-3456256:-	IR	66	OK,OK,2.5=151,30=36=17,0.00144@54.78,28.22	64.1	OK,OK,3.2=151,20=30=14,0.00674@41.02,22.98	57.14	OK,OK,4.4=151,19=37=21,0.00349@44,33	42.11	VLOW,VLOW,1.6=151,12=4=11,0.19@11.37,15.63	50	VLOW,VLOW,1.6=151,9=13=11,0.153@16.5,16.5	69.23	OK,OK,3.5=151,15=57=16,4.27e-06@60.92,27.08	48.94	OK,OK,3.0=151,13=33=24,0.00315@34.26,35.74
	AthINT0051276	chr5:25826453-25826783	331	chr5:25826324-25826452=25826784-25826920:+	IR	28.57	OK,OK,1.6=151,2=14=20,0.122@10.29,25.71	42.03	OK,OK,1.2=151,7=22=20,0.00444@20.59,28.41	21.95	LOW,LOW,0.5=151,0=9=16,0.0484@5.49,19.51	19.1	OK,OK,0.0=151,0=17=36,0.00328@10.12,42.88	51.35	LOW,LOW,1.6=151,5=33=18,0.000847@28.76,27.24	34.94	OK,OK,0.9=151,2=27=27,0.000988@19.57,36.43	45.1	VLOW,VLOW,0.5=151,2=21=14,0.000854@16.69,20.31
SRT2	AthINT0105491	chr5:2873272-2873343	72	chr5:2873144-2873271=2873344-2873443:+	IR	6.76	OK,OK,15.2=23,5=5=66,0.472@5.59,77.07	18.73	OK,OK,36.5=23,13=13=54,0.411@16.16,70.12	8.2	SOK,SOK,30.4=23,10=8=96,0.286@10.15,113.6	13.68	OK,SOK,42.6=23,10=14=73,0.0751@14.39,90.77	18.08	OK,OK,39.6=23,19=10=62,0.171@17.67,80.08	12.57	OK,OK,22.8=23,7=12=64,0.342@11.33,78.8	23.98	OK,OK,35.0=23,9=17=40,0.152@17.11,54.24
	AthINT0039757	chr5:605017-605724	708	chr5:604918-605016=605725-605914:+	IR	40.31	LOW,LOW,2.5=151,0=11=15,0.0012@14.21,21.05	39.68	N,N,1.4=151,0=5=7,0.0484@6.43,9.78	15.56	N,N,0.2=151,0=1=5,0.51@1.06,5.78	0	N,N,1.9=151,0=0=9,0.51@0,9	19.75	LOW,LOW,0.9=151,1=4=17,0.285@5.01,20.36	13.64	LOW,LOW,3.0=151,2=2=18,0.77@3.23,20.45	18.72	VLOW,VLOW,2.5=151,0=3=12,0.133@3.28,14.25
	AthINT0050980	chr5:25271195-25271273	79	chr5:25271103-25271194=25271274-25271321:+	IR	0	LOW,LOW,1.2=30,0=0=17,0.714@0,17	1.69	OK,OK,1.2=30,1=0=29,0.714@0.51,29.49	38.46	N,N,9.3=30,6=4=8,0.697@6.92,11.08	0	OK,OK,0.0=30,0=0=21,1@0,21	0	VLOW,VLOW,0.0=30,0=0=14,1@0,14	9.68	OK,OK,14.0=30,3=3=28,0.24@3.29,30.71	16.67	VLOW,VLOW,5.8=30,1=3=10,0.36@2.33,11.67
	AthINT0050981	chr5:25271322-25271415	94	chr5:25271274-25271321=25271416-25271641:+	IR	0	OK,OK,0.0=45,0=0=22,1@0,22	17.19	LOW,LOW,5.4=45,5=2=17,0.679@4.14,19.92	7.76	LOW,LOW,3.1=45,2=1=18,0.677@1.63,19.4	3.7	VLOW,VLOW,0.8=45,1=0=13,0.714@0.52,13.48	6.04	LOW,LOW,1.6=45,0=2=16,0.51@1.09,16.97	13.07	OK,OK,1.6=45,4=4=27,0.77@4.59,30.53	26.83	VLOW,VLOW,3.1=45,1=9=14,0.173@6.51,17.75
	AthINT0046082	chr5:15571637-15571953	317	chr5:15571455-15571636=15571954-15572203:+	IR	15	LOW,LOW,0.0=121,0=6=17,0.133@3.45,19.55	39.13	N,N,0.3=121,3=6=7,0.133@6.26,9.74	10	N,N,0.0=121,0=2=9,0.51@1.1,9.9	55	VLOW,VLOW,0.0=121,10=12=9,0.0176@17.05,13.95	44.83	N,N,0.0=121,2=11=8,0.0247@9.41,11.59	50	VLOW,VLOW,0.9=121,3=19=11,0.0108@16.5,16.5	45	VLOW,VLOW,0.0=121,1=17=11,0.00328@13.05,15.95
PAP7	AthINT0091604	chr5:3056169-3056255	87	chr5:3056256-3056329=3055779-3056168:-	IR	38.46	OK,OK,41.5=38,17=18=28,0.614@24.23,38.77	34.38	OK,OK,47.0=38,22=22=42,0.774@29.57,56.43	23.26	SOK,SOK,39.6=38,23=17=66,0.646@24.66,81.34	29.85	OK,OK,48.8=38,29=11=47,0.0491@25.97,61.03	26.92	OK,OK,38.7=38,18=24=57,0.746@26.65,72.35	24.76	SOK,SOK,52.5=38,26=26=79,0.854@32.44,98.56	18.42	OK,OK,38.7=38,15=13=62,0.345@16.58,73.42
	AthINT0047232	chr5:17939585-17939672	88	chr5:17939302-17939584=17939673-17940004:+	IR	54.78	SOK,SOK,110.4=39,136=99=97,1@181.87,150.13	55.61	SOK,SOK,117.6=39,113=100=85,1@165.72,132.28	39.63	SOK,SOK,77.2=39,86=65=115,1@105.42,160.58	43.16	SOK,SOK,34.1=39,48=34=54,0.996@58.7,77.3	41.8	SOK,SOK,70.0=39,69=66=94,1@95.72,133.28	44.44	SOK,SOK,64.6=39,57=63=75,1@86.66,108.34	28.7	SOK,SOK,46.7=39,47=48=118,1@61.13,151.87
	AthINT0048492	chr5:20370226-20370586	361	chr5:20369851-20370225=20370587-20370708:+	IR	15.38	VLOW,VLOW,1.4=151,0=4=11,0.26@2.31,12.69	4.55	OK,OK,0.7=151,0=2=21,0.51@1.05,21.95	0	OK,OK,0.0=151,0=0=25,1@0,25	14.75	OK,OK,1.9=151,6=3=26,0.588@5.16,29.84	9.68	OK,OK,0.7=151,6=0=28,0.133@3.29,30.71	5.26	LOW,LOW,0.5=151,2=0=18,0.51@1.05,18.95	0	OK,OK,0.0=151,0=0=29,1@0,29
QWRF9	AthINT0097383	chr5:17330413-17330506	94	chr5:17330323-17330412=17330507-17330614:+	IR	8.33	VLOW,VLOW,3.1=45,2=0=11,0.364@1.08,11.92	32.14	LOW,LOW,20.2=45,11=7=19,0.476@11.89,25.11	25	LOW,LOW,11.7=45,2=8=15,0.19@6.25,18.75	55.56	VLOW,VLOW,11.7=45,8=12=8,0.913@15.56,12.44	33.33	OK,OK,21.0=45,11=18=29,0.823@19.33,38.67	26.32	OK,OK,13.2=45,7=13=28,0.814@12.63,35.37	32.08	LOW,LOW,14.8=45,8=9=18,0.815@11.23,23.77
QWRF9	AthINT0097385	chr5:17330765-17331034	270	chr5:17330692-17330764=17331035-17331352:+	IR	54.29	LOW,LOW,3.2=151,37=1=16,4.54e-05@29.32,24.68	16.67	OK,OK,1.4=151,13=3=40,0.0594@9.34,46.66	21.43	OK,OK,1.6=151,24=0=44,0.000311@14.57,53.43	30	OK,OK,2.8=151,27=3=35,0.0141@19.5,45.5	16.79	OK,OK,3.2=151,22=1=57,0.00444@13.43,66.57	28.46	OK,OK,3.0=151,32=3=44,0.00406@22.48,56.52	22.86	OK,OK,2.5=151,13=3=27,0.287@9.83,33.17
RH30	AthINT0099003	chr5:25319415-25319936	522	chr5:25319937-25320163=25319181-25319414:-	IR	35.35	SOK,SOK,24.1=151,75=10=78,0.000181@57.72,105.57	39.87	SOK,SOK,20.2=151,70=8=59,8.4e-05@54.72,82.52	23.47	SOK,SOK,15.5=151,56=4=98,2.56e-05@37.11,121.01	29.57	SOK,SOK,22.0=151,54=3=68,1.01e-05@36.99,88.1	25.3	SOK,SOK,25.0=151,67=4=105,1.22e-06@44.56,131.56	39.73	SOK,SOK,29.2=151,82=10=70,3.82e-05@64.48,97.81	18.05	SOK,SOK,17.6=151,48=6=123,0.0019@31.98,145.2
SYT3	AthINT0106786	chr5:1157266-1157377	112	chr5:1157378-1157452=1157189-1157265:-	IR	45.1	VLOW,VLOW,0.0=63,23=0=14,0.000311@17.18,20.91	40.43	VLOW,VLOW,0.0=63,19=0=14,0.0012@13.73,20.24	21.05	LOW,LOW,0.0=63,8=0=15,0.0678@4.98,18.69	34.55	LOW,LOW,0.0=63,19=0=18,0.0012@13.16,24.93	33.33	VLOW,VLOW,0.0=63,13=0=13,0.0126@8.92,17.84	41.94	LOW,LOW,0.0=63,26=0=18,0.000113@19,26.3	19.05	LOW,LOW,0.0=63,8=0=17,0.0678@4.9,20.83
iqd33	AthINT0115017	chr5:13856245-13856329	85	chr5:13856103-13856244=13856330-13856776:+	IR	31.34	OK,OK,18.5=36,10=11=23,0.852@13.79,30.21	26.32	OK,OK,14.6=36,14=1=21,0.034@9.48,26.52	32	LOW,LOW,10.7=36,5=11=17,0.706@10.56,22.44	34.88	VLOW,VLOW,11.7=36,4=11=14,0.501@10.12,18.88	33.33	OK,OK,16.5=36,11=11=22,0.925@14.67,29.33	37.04	LOW,LOW,16.5=36,12=8=17,0.732@13.7,23.3	13.04	OK,OK,5.8=36,1=5=20,0.36@3.39,22.61
BIM1	AthINT0063177	chr5:2609404-2609534	131	chr5:2609535-2609914=2609302-2609403:-	IR	26.27	VLOW,VLOW,3.4=82,1=8=13,0.223@5.85,16.42	7.17	OK,OK,1.3=82,3=0=20,0.364@1.66,21.43	3.81	OK,OK,0.4=82,2=1=39,0.51@1.6,40.48	6.63	OK,OK,1.3=82,4=0=29,0.26@2.2,30.92	4.46	OK,OK,3.0=82,1=2=33,0.677@1.61,34.53	11.4	OK,OK,1.7=82,3=4=28,0.77@4.01,31.19	4.47	OK,OK,0.4=82,3=0=33,0.364@1.61,34.48
ATL27	AthINT0059811	chr5:26422744-26422910	167	chr5:26422435-26422743=26422911-26423232:+	IR	2.36	OK,OK,1.8=118,3=0=62,0.364@1.53,63.47	3.65	OK,OK,0.9=118,4=1=66,0.558@2.59,68.41	8.86	OK,OK,2.1=118,8=6=72,0.422@7.62,78.38	4.26	OK,OK,0.6=118,4=0=45,0.26@2.09,46.91	6.59	OK,OK,2.1=118,4=7=78,0.501@5.87,83.13	5.32	OK,OK,1.5=118,4=6=89,0.36@5.27,93.73	22.54	SOK,SOK,7.4=118,24=15=67,0.302@23.89,82.11
	AthINT0049145	chr5:21722014-21722228	215	chr5:21721957-21722013=21722229-21722293:+	IR	20.79	OK,OK,5.3=151,9=12=40,0.647@12.68,48.32	7.2	OK,OK,2.8=151,5=4=58,0.831@4.82,62.18	6.47	SOK,SOK,3.0=151,12=1=94,0.0781@6.92,100.08	4	OK,OK,1.4=151,1=2=36,0.802@1.56,37.44	7.5	OK,OK,1.4=151,2=4=37,0.558@3.23,39.77	10.64	OK,OK,1.4=151,3=2=21,0.677@2.77,23.23	5.75	OK,OK,1.4=151,3=2=41,0.677@2.64,43.35
	AthINT0051392	chr5:26092836-26092965	130	chr5:26092660-26092835=26092966-26093096:+	IR	23.08	OK,OK,5.6=81,8=4=20,0.76@7.39,24.61	15.25	OK,OK,1.7=81,8=1=25,0.223@5.18,28.82	11.54	OK,OK,2.2=81,5=1=23,0.452@3.35,25.65	12.5	OK,OK,2.6=81,1=5=21,0.452@3.38,23.62	15.38	OK,OK,3.5=81,2=6=22,0.588@4.61,25.39	47.37	LOW,LOW,11.7=81,14=13=15,0.983@19.9,22.1	7.32	LOW,LOW,1.3=81,0=3=19,0.364@1.61,20.39
	AthINT0041229	chr5:3147150-3147236	87	chr5:3147237-3147392=3146990-3147149:-	IR	49.3	SOK,SOK,110.5=38,59=46=54,0.619@78.39,80.61	42.74	SOK,SOK,76.5=38,57=46=69,0.989@73.51,98.49	40.86	SOK,SOK,60.8=38,58=18=55,0.155@53.53,77.47	35.91	SOK,SOK,100.4=38,60=61=108,0.994@82.23,146.77	53.81	SOK,SOK,158.4=38,116=96=91,0.999@163.04,139.96	54.82	SOK,SOK,115.1=38,108=57=68,0.919@127.73,105.27	27.19	SOK,SOK,45.1=38,31=31=83,0.992@39.43,105.57
BCB	AthINT0061903	chr5:6826798-6826989	192	chr5:6826506-6826797=6826990-6827629:+	IR	0	OK,OK,0.0=143,0=0=56,1@0,56	3.91	SOK,SOK,1.9=143,8=2=123,0.422@5.2,127.8	8.24	OK,OK,1.9=143,3=4=39,0.77@3.79,42.21	5	LOW,LOW,0.5=143,1=1=19,0.714@1.05,19.95	3.11	SOK,SOK,1.7=143,5=5=156,0.679@5.16,160.84	5.88	SOK,SOK,3.2=143,8=8=128,0.611@8.47,135.53	17.99	SOK,SOK,11.5=143,28=22=114,0.654@29.5,134.5
	AthINT0039629	chr5:374271-374504	234	chr5:374505-374954=374166-374270:-	IR	32.39	OK,OK,4.9=151,13=10=24,0.588@15.22,31.78	18.64	OK,OK,4.4=151,5=17=48,0.24@13.05,56.95	15.56	OK,OK,2.5=151,2=12=38,0.19@8.09,43.91	11.54	OK,OK,3.5=151,8=4=46,0.611@6.69,51.31	19.3	OK,OK,2.5=151,1=10=23,0.133@6.56,27.44	22.52	OK,OK,6.5=151,13=12=43,0.715@15.31,52.69	15.29	OK,OK,3.0=151,7=6=36,0.687@7.49,41.51
	AthINT0051492	chr5:26303052-26303175	124	chr5:26303176-26303246=26302973-26303051:-	IR	24.43	OK,OK,17.7=75,10=14=37,0.852@14.93,46.19	36.45	OK,OK,23.8=75,20=19=34,0.991@26.61,46.39	24.18	OK,OK,22.9=75,16=21=58,0.968@22.97,72.03	41.46	OK,OK,23.3=75,17=17=24,0.98@24.05,33.95	33.33	N,N,2.3=75,2=5=7,0.679@4.67,9.33	44.17	OK,OK,28.0=75,27=27=34,1@38.92,49.2	60	OK,OK,17.7=75,20=16=12,0.987@28.8,19.2
	AthINT0047807	chr5:19240610-19240801	192	chr5:19240802-19241221=19240431-19240609:-	IR	18.22	SOK,SOK,9.3=143,36=6=94,0.0166@26.12,117.22	32.26	SOK,SOK,15.2=143,62=8=73,0.000212@48.77,102.41	25.3	SOK,SOK,9.3=143,34=7=60,0.0478@26.98,79.66	28.36	SOK,SOK,14.9=143,51=8=74,0.00292@39.85,100.67	38.66	SOK,SOK,24.5=143,116=4=95,7.94e-14@88.06,139.73	30.33	SOK,SOK,19.3=143,79=13=105,0.000329@63.08,144.89	42.09	SOK,SOK,23.8=143,106=12=81,2.73e-07@88.4,121.63
	AthINT0043027	chr5:6135828-6136445	618	chr5:6136446-6136765=6134152-6135827:-	IR	16.67	VLOW,VLOW,0.0=151,0=4=10,0.26@2.33,11.67	0	LOW,LOW,0.0=151,0=0=15,1@0,15	0	OK,OK,0.0=151,0=0=20,1@0,20	0	LOW,LOW,0.7=151,0=0=18,0.714@0,18	0	OK,OK,0.0=151,0=0=20,1@0,20	0	OK,OK,0.0=151,0=0=24,1@0,24	0	OK,OK,0.2=151,0=0=29,1@0,29
	AthINT0040268	chr5:1571373-1571457	85	chr5:1571271-1571372=1571458-1571622:+	IR	27.5	OK,OK,9.7=36,18=4=29,0.203@14.03,36.98	3.7	OK,OK,1.0=36,1=3=52,0.677@2.07,53.93	12.5	OK,OK,3.9=36,5=1=21,0.452@3.38,23.62	15	OK,OK,8.8=36,7=5=34,0.815@6.9,39.1	25	OK,OK,19.4=36,9=15=36,0.741@15,45	23.26	OK,OK,16.5=36,6=14=33,0.5@12.33,40.67	43.59	OK,OK,23.3=36,22=12=22,0.826@24.41,31.59
	AthINT0045655	chr5:14569771-14569844	74	chr5:14569845-14570120=14568856-14569770:-	IR	15.79	OK,OK,12.6=25,3=6=24,0.287@5.21,27.79	0	OK,OK,0.0=25,0=0=51,1@0,51	1.23	OK,OK,2.8=25,1=1=80,0.677@1.01,80.99	0	OK,OK,0.0=25,0=0=74,1@0,74	0.89	SOK,SOK,2.8=25,0=2=111,0.364@1.01,111.99	0	OK,OK,0.0=25,0=0=23,1@0,23	0	OK,OK,0.0=25,0=0=60,1@0,60
MKK3	AthINT0085759	chr5:16182251-16182337	87	chr5:16182135-16182250=16182338-16182592:+	IR	20.43	OK,OK,16.6=38,9=10=37,0.817@11.44,44.56	13.11	OK,OK,15.7=38,4=12=53,0.283@9.05,59.95	7.41	OK,OK,8.3=38,4=4=50,0.76@4.3,53.7	9.92	OK,OK,12.9=38,7=6=59,0.715@7.14,64.86	11.76	OK,OK,14.7=38,6=6=45,0.608@6.7,50.3	11.36	OK,OK,12.9=38,4=6=39,0.439@5.57,43.43	5.41	OK,OK,3.7=38,0=4=35,0.26@2.11,36.89
	AthINT0047136	chr5:17708762-17708851	90	chr5:17708852-17708942=17708478-17708761:-	IR	31.03	VLOW,VLOW,5.1=41,3=6=10,0.762@5.9,13.1	28.21	VLOW,VLOW,7.7=41,9=2=14,0.351@7.05,17.95	0	OK,OK,0.0=41,0=0=30,1@0,30	6.45	OK,OK,3.4=41,4=0=29,0.26@2.13,30.87	8.77	OK,OK,1.7=41,2=3=26,0.855@2.72,28.28	35.14	VLOW,VLOW,3.4=41,2=11=12,0.235@8.79,16.22	14.29	LOW,LOW,0.0=41,0=5=15,0.186@2.86,17.14
SSP4	AthINT0105596	chr5:18828787-18828890	104	chr5:18827998-18828786=18828891-18829221:+	IR	76.84	OK,OK,42.0=55,33=40=11,0.999@64.55,19.45	80.82	OK,OK,31.2=55,18=41=7,0.688@53.34,12.66	85.96	OK,OK,24.8=55,16=33=4,0.788@45.56,7.44	87.34	OK,OK,38.2=55,19=50=5,0.485@64.63,9.37	89.31	SOK,SOK,65.5=55,46=71=7,0.995@110.74,13.26	83.89	SOK,SOK,70.0=55,40=85=12,0.829@114.93,22.07	92.21	OK,OK,36.3=55,33=38=3,1@68.24,5.76
	AthINT0050352	chr5:24055114-24055293	180	chr5:24055294-24055425=24052385-24055113:-	IR	26.67	VLOW,VLOW,1.9=131,2=6=11,0.588@5.07,13.93	4.76	VLOW,VLOW,0.3=131,1=0=10,0.714@0.52,10.48	0	N,N,0.0=131,0=0=7,1@0,7	10	N,N,0.3=131,1=1=9,0.714@1.1,9.9	0	N,N,0.0=131,0=0=9,1@0,9	9.09	N,N,0.3=131,0=1=5,0.714@0.55,5.45	0	VLOW,VLOW,0.0=131,0=0=12,1@0,12
	AthINT0048663	chr5:20736969-20737054	86	chr5:20736656-20736968=20737055-20737211:+	IR	9.86	OK,OK,5.7=37,5=2=32,0.588@3.85,35.15	40.74	OK,OK,21.8=37,11=22=24,0.79@23.22,33.78	33.33	VLOW,VLOW,12.3=37,8=6=14,0.766@9.33,18.67	41.86	OK,OK,33.1=37,19=17=25,0.843@25.53,35.47	46.15	OK,OK,33.1=37,21=27=28,0.963@35.07,40.93	37.08	OK,OK,25.5=37,20=13=28,0.8@22.62,38.38	30	OK,OK,21.8=37,15=15=35,0.96@19.5,45.5
XGD1	AthINT0113259	chr5:12559050-12560156	1107	chr5:12558928-12559049=12560157-12560532:+	IR	35	VLOW,VLOW,0.0=151,2=12=13,0.0176@9.45,17.55	25	N,N,0.7=151,1=5=9,0.452@3.75,11.25	30.61	LOW,LOW,0.0=151,11=4=17,0.0247@9.8,22.2	16.28	LOW,LOW,0.0=151,3=4=18,0.26@4.07,20.93	9.43	OK,OK,0.0=151,1=4=24,0.26@2.73,26.27	17.65	OK,OK,0.2=151,7=5=28,0.0949@7.06,32.94	17.65	OK,OK,0.2=151,4=5=21,0.186@5.29,24.71
RIC4	AthINT0099321	chr5:5384683-5384858	176	chr5:5384859-5384987=5384305-5384682:-	IR	34.94	OK,OK,7.2=127,15=14=27,0.724@19.57,36.43	28.57	LOW,LOW,4.1=127,4=8=15,0.76@7.71,19.29	50	N,N,4.1=127,3=11=7,0.4@10.5,10.5	29.41	N,N,1.1=127,4=1=6,0.558@3.24,7.76	15.56	LOW,LOW,2.5=127,5=2=19,0.679@4.05,21.95	17.65	VLOW,VLOW,1.4=127,3=3=14,0.677@3.53,16.47	16	OK,OK,1.9=127,5=3=21,0.679@4.64,24.36
	AthINT0042008	chr5:4500432-4500605	174	chr5:4500606-4500725=4500349-4500431:-	IR	70	LOW,LOW,12.3=125,10=32=9,0.311@35.7,15.3	40.82	OK,OK,12.9=125,16=24=29,0.856@28.17,40.83	46.15	OK,OK,11.2=125,10=26=21,0.542@26.31,30.69	50	OK,OK,12.9=125,20=20=20,0.938@30,30	49.4	OK,OK,12.9=125,17=24=21,0.856@30.63,31.37	48.48	LOW,LOW,10.4=125,11=21=17,0.748@23.76,25.24	32	OK,OK,11.8=125,7=25=34,0.266@21.12,44.88
	AthINT0043434	chr5:6799162-6799279	118	chr5:6799280-6799493=6798923-6799161:-	IR	31.03	OK,OK,10.7=69,14=17=35,0.904@20.63,45.87	8.57	OK,OK,4.1=69,6=2=43,0.588@4.38,46.68	18.32	OK,OK,8.1=69,11=5=36,0.706@9.55,42.59	24.62	OK,OK,8.1=69,8=10=28,0.955@11.4,34.9	10.13	OK,OK,4.1=69,4=4=36,0.952@4.47,39.65	18.95	OK,OK,6.1=69,10=8=39,0.857@10.85,46.39	12.3	OK,OK,6.1=69,7=9=58,0.894@9.13,65.13
